target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
0,-0.12352769,-0.084,1.635,1.875,-0.253,11.792,-0.255,8.93861,-0.05,440.509,1.482,1.06621,1,0.0083891,-0.287,31404,1.211,-0.094,-0.477736049,0.999079,146.3567592,72.6517,-0.2789999999999999,1965,0.003832,-0.00457,0.800763,-0.136,2.394,-0.008,-0.179,0.00276694,0.69804,-0.008,-0.033,3061.06,-0.898,-0.061,0.836,-0.364,-0.078417997,0.605,93.0552,0.913,-0.299,-0.0289999999999999,-0.152,-15.7758,120.909,1.5122799999999998,633.3290000000001,-1.4380000000000002,-0.0579999999999999,-0.094,0.180268,6.18,471.855,-0.4589999999999999,5083.96,-0.0279999999999999,119.85,0.995868,-0.00245,0.746,0,-0.0001906999999999,66288.8,0.00193,-1.315,3.4392,-0.00503008,0.18103,0.899,-172.50599999999997,0.00457,0.0731557999999999,-0.00283,0.00733,1.89162352,4929.67,-0.00864537,1.2819999999999998,-0.10983,1.20108,-0.508,-1.456971955,-0.027,22.0913,-0.02139,0.0095331,2861.46,-0.01425,1965,0.476023,-0.13,0,-0.11572,3.10415,0.613950219,0.0081984,0.2079099999999999,1.49412,-0.013,3.1069400000000003,0.00277,-0.17979,-0.114945,-0.11572,205.317,1789.8,1.7,3.42797,8.7,1,-0.0409999999999999,-0.049,0.0021,-0.084,1.15936,22.0718,1.0820299999999998,0.00567514,-0.238,-0.231,-0.5139488329999999,6542.79,1.1958,2434,1.0969,0.202006,0.002222,0.5529999999999999,0.632,-0.04,1.0820299999999998,-0.045,-0.00469841,0.383931021,0.478502,-0.052,65952.1,-0.76,705.3,-0.008,0.0545611,-34.181,-1.467618295,-0.1771,-0.11572,0.0543705,17.7254
0,1.397790605,-0.076,-0.324,0.013,2.053,-0.105,-0.293,10.9901,-0.0559999999999999,477.263,-0.743,1.33929,6,-0.0024774,-0.295,25673,-0.106,-0.136,-0.702948369,1.00082,96.74485982,75.2541,-0.494,261,-0.001308,-0.00762,0.8047479999999999,-0.216,-0.07,-0.0289999999999999,-0.129,0.00478611,0.65295,-0.0289999999999999,-0.062,3146.15,0.157,-0.074,0.8690000000000001,-0.259,-0.489265355,0.634,96.2109,-0.529,-0.474,-0.048,1.831,-19.6201,87.7802,1.50929,699.2860000000001,1.56,-0.046,-0.098,0.180616,18.46,502.097,-0.233,5547.57,-0.0289999999999999,86.8261,0.996316,-0.00342,-1.869,0,-0.0015244999999999,68067.8,0.01248,-0.318,3.42734,0.00286365,0.1802349999999999,-0.413,-204.898,0.00758,0.844567697,-0.00265,0.01066,-2.457883342,5464.17,-0.000455695,-0.422,-0.1082099999999999,1.21741,-0.857,1.64018299,-0.045,21.5601,0.01649,0.0078135,2938.04,0.02095,267,0.482013,-0.222,4,-0.11506,3.11086,0.145281933,0.0089569,0.2018829999999999,1.4978,-0.038,3.1123,-0.00256,-0.17564,-0.114672,-0.11392,197.953,1992.16,-0.183,3.43435,-40.8,5,-0.036,-0.064,0.00589,-0.072,1.15072,21.4946,1.08081,0.00936641,-0.193,-0.493,-0.324336196,7077.92,1.20975,1023,1.09414,0.203478,-0.004704,-1.869,0.477,-0.0409999999999999,1.08138,-0.044,-0.00368254,3.977660522,0.481442,-0.059,67555.6,1.147,770.1,-0.0289999999999999,0.0508273,13.328,1.478954277,-0.2175,-0.11506,0.0538765,17.2922
0,-0.611606995,-0.084,-0.245,0.871,-0.283,-0.075,-0.306,9.27512,-0.045,418.283,-0.7340000000000001,1.15517,6,0.0030528,-0.361,25962,-0.359,-0.072,-0.6482392539999999,0.997612,110.87520159999998,75.9252,0.929,95,-0.002503,-0.00458,0.797284,-0.1369999999999999,-0.072,-0.01,2.83,0.00238802,0.67377,-0.01,-0.0139999999999999,3021.73,0.336,-0.073,-0.65,2.2230000000000003,-0.578831474,0.367,96.528,-0.536,-0.381,-0.026,-0.171,-15.2884,88.1768,1.503,614.062,0.081,-0.038,-0.092,0.179581,2.85,448.177,-0.3229999999999999,4866.21,-0.0279999999999999,87.3224,0.995749,-0.0016899999999999,0.157,1,0.0009539999999999,66029.7,0.01049,0.78,3.43015,0.0107248,0.179199,-0.507,-166.294,0.0073799999999999,-0.014672892,-0.00131,0.0027,2.990701565,4726.28,0.00505319,1.45,-0.05647,1.20082,2.71,-0.811978922,-0.034,21.6988,-0.01189,0.0036251999999999,2806.11,0.00644,95,0.4796569999999999,-0.218,2,-0.1234,3.09259,-0.3841278589999999,-0.0003816,0.171163,1.49538,-0.008,3.10062,0.00591,-0.19399,-0.123581,-0.12417,174.886,1751.27,-0.231,3.44655,-12.2,3,-0.0409999999999999,-0.06,0.0057,2.32,1.16192,21.6292,1.08172,-0.00750268,1.7719999999999998,-0.368,-0.259872063,6685.73,1.21182,3835,1.0966,0.200947,0.002695,0.609,-0.997,-0.033,1.08229,-0.033,0.00206452,-0.320694298,0.478703,-0.072,65688.8,-0.173,617.4,-0.039,0.0421678,-29.373,-0.8013462840000001,-0.19317,-0.1234,0.0459838,17.8164
0,-0.370425039,-0.074,-0.296,0.95,-0.3279999999999999,-0.2019999999999999,-0.283,9.38391,-0.047,453.423,0.215,1.13238,10,0.0043826,-0.324,37818,-0.188,-0.126,-0.097508811,1.0002,63.51475509,72.8235,-0.5720000000000001,37,0.001071,-0.00762,0.795913,-0.2019999999999999,-0.081,-0.025,1.453,0.00262524,0.64978,-0.025,-0.118,3056.35,-1.09,-0.059,1.279,-0.322,0.080045193,0.882,94.3655,-0.583,-0.402,-0.052,-0.123,-17.9263,113.05,1.49536,637.3919999999999,-0.5710000000000001,-0.0409999999999999,-0.08,0.180535,3.81,462.442,1.61,4597.47,-0.026,113.078,0.994696,-0.00305,-1.683,0,0.0087652,66403.9,-0.0054,1.746,3.4945,-0.00751814,0.179773,-0.544,-183.679,0.00243,0.3053924189999999,-0.00267,-0.00811,-1.2948072,4389.04,-0.00593284,-0.4529999999999999,-0.10676,1.2059799999999998,1.257,-0.739256925,-0.051,22.5763,0.02017,-0.0045732,2954.11,0.00406,37,0.483077,-0.335,0,-0.12544,3.10182,-0.567541552,-0.0007622,0.225275,1.49913,-0.022,3.10663,-0.00605,-0.22038,-0.12426,-0.12658,183.473,1697.66,-0.701,3.45436,17.3,8,-0.032,-0.069,-0.0004,-0.163,1.16045,22.5557,1.08149,-0.00957698,-0.259,0.154,-0.619050234,6587.83,1.18705,2675,1.09617,0.202459,0.0009369999999999,0.316,1.786,-0.038,1.08225,-0.043,-0.000253968,0.02476988,0.483649,-0.092,66082.3,1.3259999999999998,706.0,-0.025,0.0455298,-19.193,-0.781205923,-0.22266,-0.1262,0.0440054,17.892
0,-0.845401917,-0.163,-0.261,0.067,-0.24,-0.203,-0.306,10.1407,-0.04,451.44,-0.5770000000000001,1.17328,3,0.0015249,-0.364,29763,-0.217,-0.11,-0.116415696,1.00168,130.9933628,73.0749,0.843,76,0.005813,-0.00687,0.804125,-0.228,-0.081,-0.002,-0.162,0.00436148,0.68255,-0.002,-0.077,3009.38,0.228,-0.066,-2.968,-0.432,-1.40514573,0.581,93.8716,-0.703,-0.499,-0.03,-0.118,-16.3057,105.642,1.49568,642.311,-0.733,-0.033,-0.093,0.1809859999999999,7.57,485.296,2.551,4831.97,-0.031,105.192,0.997203,-0.00324,0.508,0,0.004956,65489.8,0.00924,-0.777,3.4733300000000003,-0.00882223,0.181558,0.483,-154.275,0.00386,0.413322427,-0.00362,0.0015199999999999,1.3487657519999998,4603.98,0.00611705,-0.466,-0.05647,1.19079,0.845,0.7089767229999999,-0.042,21.664,0.0274899999999999,0.0041936,2838.1,0.0,76,0.48168,-0.315,1,-0.1154299999999999,3.1106700000000003,0.009126863,-0.002478,0.218822,1.49715,-0.003,3.09592,0.00464,-0.1906,-0.115718,-0.11734,196.108,1811.02,-0.2269999999999999,3.48025,-81.6,15,-0.018,-0.0559999999999999,-0.00203,-0.06,1.16186,21.6771,1.08116,-0.00785784,-0.272,-1.077,0.375069594,6501.14,1.19686,2355,1.09585,0.204072,-0.0037479999999999,0.301,1.128,-0.032,1.08116,-0.027,0.00342857,-0.382150589,0.484542,-0.085,64986.2,-0.412,709.7,-0.002,0.0418471,-16.895,0.629822677,-0.19448,-0.11696,0.0494718,17.2884
0,1.542127377,-0.075,3.011,0.247,-0.251,-0.135,-0.3279999999999999,10.4982,-0.064,437.744,-0.745,1.11666,6,0.0049543999999999,-0.32,27947,-0.363,-0.068,0.608546361,1.00153,88.12878703,75.1008,-0.357,3415,-0.000584,-0.00763,0.79625,-0.118,-0.11,-0.023,-0.177,0.00260051,0.66859,-0.023,-0.0579999999999999,3104.21,1.557,-0.083,-0.335,1.742,-0.2353774,-1.212,94.9244,-0.55,-0.355,-0.0579999999999999,-0.138,-19.1384,81.4898,1.49986,671.87,-0.326,-0.064,-0.103,0.180195,-0.73,473.323,-0.419,5209.21,-0.032,81.2245,0.995882,-0.00431,-0.5379999999999999,0,0.0041922,66023.9,-0.00506,1.095,3.42147,-0.000983308,0.17867,-0.484,-186.977,0.00969,-0.123398421,-0.0039299999999999,0.0078099999999999,-2.95132964,4913.94,-0.0114535,1.5019999999999998,-0.10141,1.20137,2.213,1.862103491,-0.044,21.6585,-0.00853,0.0036205,2985.5,-0.0013,3415,0.482695,-0.25,4,-0.11334,3.09872,-0.0243972999999999,0.0009527999999999,0.206273,1.51002,-0.02,3.10266,0.0088,-0.177,-0.1125819999999999,-0.1141,188.101,1907.06,-0.317,3.47725,-2.9,4,-0.0409999999999999,-0.07,-0.00649,-0.098,1.16365,21.6585,1.08102,0.00296889,1.736,0.278,3.731354125,6808.2,1.19287,2133,1.09513,0.197159,-0.002469,-0.246,0.3939999999999999,-0.04,1.0816,-0.0559999999999999,-0.0116825,-0.249419055,0.482314,-0.072,65667.7,0.296,693.5,-0.023,0.0530447999999999,11.841,1.853839314,-0.21718,-0.11258,0.0536164,17.4287
0,1.530169347,-0.107,-0.303,-0.1969999999999999,-0.316,-0.24,-0.233,11.6675,-0.046,464.552,-0.6409999999999999,1.16329,3,-0.0009537,-0.3279999999999999,23106,-0.096,-0.152,-0.475017349,0.998777,88.12878703,76.6965,-0.497,45,0.0036799999999999,-0.00534,0.798269,-0.139,-0.063,-0.003,-0.129,0.00464781,0.65209,-0.003,-0.103,3188.02,-1.121,-0.066,1.615,-0.304,0.540882075,-0.948,96.7291,-0.481,-0.472,-0.027,-0.14,-18.2257,108.354,1.49771,733.8839999999999,-0.3389999999999999,-0.03,-0.0819999999999999,0.179927,9.43,476.176,-0.182,5461.31,-0.0289999999999999,107.034,0.994073,-0.00199,-0.758,0,0.001335,67522.0,-0.00322,-0.098,3.42841,0.00838468,0.180118,-0.268,-183.246,-0.00198,0.438758914,-0.00275,0.0008699999999999,2.95132964,5372.98,-0.00399298,-0.346,-0.11142,1.1970299999999998,1.675,1.356720594,-0.019,21.9862,0.02882,0.004196,2893.33,0.02465,45,0.478891,-0.31,0,-0.12257,3.09288,0.499234433,0.0053403999999999,0.188518,1.50902,-0.019,3.09768,-0.00209,-0.18286,-0.122171,-0.1218099999999999,193.343,2067.28,1.336,3.4637300000000004,15.3,3,-0.0289999999999999,-0.092,-0.0113,-0.114,1.16799,21.9314,1.08178,-0.00365829,-0.1169999999999999,2.279,-0.41781575,7045.71,1.2010299999999998,2214,1.0959,0.199006,0.0,-0.295,0.196,-0.045,1.08178,-0.043,-0.00533333,-0.377835838,0.483088,-0.064,67083.7,0.8079999999999999,639.4,-0.003,0.0612994,15.309,1.283431601,-0.17701,-0.12104,0.0618716,17.3092
0,-1.582498058,-0.093,1.406,-1.09,-0.285,-0.09,1.575,10.0168,-0.059,443.527,2.629,0.973993,1,-0.0005722,-0.263,17910,-0.051,-0.148,0.037482448,1.00224,152.70065590000002,71.7601,1.213,2077,-0.003535,-0.00458,0.8025260000000001,-0.068,-0.042,-0.006,-0.089,0.00326097,0.68367,-0.006,-0.046,3071.72,2.004,-0.052,-1.54,-0.3329999999999999,0.306133873,0.518,93.5171,-0.3989999999999999,-0.409,-0.012,-0.1169999999999999,-13.7139,163.464,1.5119200000000002,621.575,-0.086,-0.018,-0.089,0.179588,-4.65,507.133,-0.149,4474.62,-0.0289999999999999,161.63299999999998,0.995185,-0.0021899999999999,3.312,0,-0.0011444,65675.9,0.0048,-0.88,3.45257,-0.000295098,0.180733,-0.196,-151.63,-0.01261,-0.366666667,-0.00257,0.00788,1.999392549,4210.2,-0.0107847,-0.221,-0.1038299999999999,1.18518,2.245,-1.089551097,-0.03,22.9054,0.01807,0.0038145,2750.28,-0.0256,2078,0.476934,1.167,4,-0.1102099999999999,3.094,2.11197318,0.0061032,0.206917,1.49725,-0.019,3.10094,0.00398,-0.18655,-0.129073,-0.11097,208.487,1706.2,-0.342,3.43496,6.7,1,-0.0279999999999999,-0.107,0.00208,-0.12,1.16117,22.9268,1.08346,-0.00798382,-0.105,-0.296,-0.370683207,6607.6,1.19801,5281,1.09434,0.196383,-0.003914,1.867,-0.275,-0.051,1.0830799999999998,-0.02,-0.0121905,1.10120013,0.480179,-0.049,65622.2,-0.6609999999999999,716.2,-0.025,0.0481764,3.154,-1.041179005,-0.1903,-0.11059,0.0497022,18.287
0,-0.84822992,-0.125,2.485,-0.295,-0.2739999999999999,1.275,-0.306,9.79018,-0.051,440.341,-0.603,1.58973,3,-0.0020954999999999,-0.396,39708,-0.417,-0.078,-0.612544929,0.997682,141.0471688,74.9073,5.666,3397,-0.00366,-0.00762,0.800654,-0.298,-0.074,-0.024,-0.141,0.00464404,0.6713399999999999,-0.024,-0.2319999999999999,3397.04,0.5329999999999999,-0.065,0.368,2.045,-0.203102262,-1.147,94.7301,0.833,-0.342,-0.054,-0.155,-18.3082,61.0728,1.49991,873.2860000000001,-0.895,-0.0559999999999999,-0.105,0.179667,-105.16,476.997,1.675,5404.41,-0.0289999999999999,60.4545,0.996309,-0.00161,1.579,0,-0.0005715,67538.7,0.00567,-2.165,3.43968,0.0105297999999999,0.179095,-0.437,-169.592,-0.00948,-4.00782877,-0.00161,-0.00474,2.604031031,5359.91,-0.0039408,-0.374,-0.09835,1.20295,1.149,-0.418466315,-0.04,20.8177,0.01212,0.0057151,2995.9,0.0186,3397,0.479868,-0.282,2,-0.11749,3.10453,0.524441381,0.0053341,0.1882569999999999,1.50652,-0.03,3.08978,0.00657,-0.18268,-0.120484,-0.11788,190.877,2215.32,-0.477,3.46801,27.8,2,-0.046,-0.055,-0.0066099999999999,-0.132,1.16389,20.8073,1.08218,0.00659409,-0.1639999999999999,1.631,-0.275547633,6736.02,1.2175200000000002,3349,1.0959,0.198536,0.003675,0.672,-0.867,-0.0279999999999999,1.08313,-0.043,-0.0134602999999999,0.5305202179999999,0.480058,-0.075,67401.6,-0.451,485.5,-0.024,0.0434263,10.444,0.260764088,-0.18483,-0.11673,0.0462838,17.2161
0,-1.357712518,-0.079,-0.261,-0.2189999999999999,-0.29,-0.185,-0.223,9.98312,-0.051,414.137,0.823,1.00993,3,0.0102960999999999,-0.36,28320,-0.061,-0.134,-1.191028729,1.00091,116.0521998,73.7626,-0.5539999999999999,74,0.003175,-0.00763,0.8014180000000001,-0.154,-0.046,-0.01,1.853,0.00300669,0.6641,-0.01,-0.07,3046.31,0.883,-0.057,-0.348,-0.306,0.201767846,-0.778,94.7287,-0.501,-0.435,-0.045,-0.144,-16.9008,118.489,1.50411,634.438,-0.215,-0.023,-0.0819999999999999,0.180822,1.91,447.836,-0.129,4482.5,-0.0279999999999999,116.824,0.99602,-0.00161,0.3879999999999999,0,0.0095334999999999,65621.7,0.01292,-1.233,3.45528,0.010028,0.181393,-0.355,-167.857,0.00922,0.137554043,-0.00237,-0.0093099999999999,0.8010218920000001,4425.43,-0.00822741,2.378,-0.1113099999999999,1.18923,1.404,-1.046125451,-0.025,22.661,-0.0124599999999999,-0.0038134,2733.06,-0.01574,74,0.479684,-0.262,2,-0.1194,3.11103,-1.25496511,0.0013347,0.207773,1.5057200000000002,-0.005,3.0936,0.00581,-0.2227,-0.117996,-0.1171099999999999,187.105,1813.19,0.653,3.45413,-2.8,14,-0.025,-0.061,-0.01116,-0.136,1.15556,22.6139,1.08236,-0.00438187,-0.191,-0.01,-0.06806655,6499.93,1.19012,2765,1.09742,0.202169,-0.004781,0.693,-0.239,-0.039,1.08198,-0.0279999999999999,-0.00457143,-1.295518062,0.483496,-0.054,65411.4,0.5529999999999999,636.3,-0.01,0.058917,11.396,-1.056793452,-0.22376,-0.11864,0.0528156,17.6233
0,-1.265874555,-0.442,1.625,-0.7959999999999999,-0.246,-0.129,-0.337,10.3288,-0.036,465.956,1.006,1.29228,1,0.0062904,-0.285,21474,-0.214,-0.083,0.585148729,1.00032,145.3274231,70.9534,0.357,133655,-0.004358,-0.00381,0.795628,-0.075,0.632,-0.068,-0.182,0.00412644,0.65918,-0.168,-0.069,3534.96,0.127,-0.034,-0.92,-0.379,-0.2238597339999999,0.173,90.9805,-0.4,-0.407,-0.108,-0.133,-16.2264,102.282,1.50275,777.903,-0.417,-0.057,-0.064,0.180698,4.79,460.551,-0.425,5699.85,-0.018,101.114,0.995158,-0.00199,1.346,0,0.0045748,67213.5,-0.00575,-0.386,3.44831,-0.00936734,0.179554,-0.25,-164.24400000000003,-0.00445,-0.069447094,-0.00275,-0.0101599999999999,-1.074265838,5303.51,-0.00547738,-0.243,-0.1136799999999999,1.2094,-0.7020000000000001,-1.186255215,-0.36,21.3529,0.01923,0.0028591999999999,3204.92,0.01018,133656,0.483013,2.481,1,-0.12825,3.09755,0.7130147720000001,0.0011437,0.208459,1.50968,-0.037,3.1024,-0.00419,-0.19158,-0.129246,-0.12749,195.433,2050.97,1.305,3.43609,-5.7,9,-0.036,-0.039,-0.00233,-0.092,1.15975,21.3138,1.08173,0.00784499,-0.13,-1.074,-0.3765243,6620.29,1.21454,3678,1.0968,0.200916,0.002493,0.471,0.066,-0.037,1.08192,-0.047,0.00812903,-0.157547931,0.486637,0.728,66359.4,-0.159,527.0,-0.153,0.0585576,14.380999999999998,-1.1262768090000002,-0.19384,-0.12902,0.0579856999999999,17.0754
0,-2.059283176,-0.111,-0.363,-1.366,2.19,-0.129,-0.275,9.58817,-0.045,449.382,-0.602,0.976651,4,0.0001906999999999,-0.31,21977,-0.083,3.007,-1.351140979,0.997514,135.66138180000002,73.4128,-0.472,612,-0.002252,-0.00534,0.795222,-0.121,-0.068,-0.012,-0.132,0.00474275,0.68047,-0.012,-0.049,3077.31,-0.868,-0.057,-0.5760000000000001,-0.275,0.700837213,-1.026,92.481,1.859,-0.456,-0.031,-0.157,-13.0251,116.0,1.49358,613.293,-0.547,-0.017,-0.072,0.179508,-7.1,480.96,-0.128,5059.27,-0.027,114.475,0.993873,-0.00286,0.612,0,0.0034311,66739.3,-0.00075,-0.187,3.498,0.000389199,0.180652,1.4509999999999998,-153.34,-0.00027,-0.420182711,-0.00133,-0.0087099999999999,1.035239025,4970.15,0.0052245,-0.292,-0.1113599999999999,1.19573,0.038,1.070302004,-0.035,22.3273,0.02721,-0.000953,2772.87,-0.02756,612,0.476592,-0.278,0,-0.12947,3.0885,0.441969416,-0.000953,0.202097,1.50016,-0.009,3.09317,0.00581,-0.21909,-0.1293109999999999,-0.12833,199.467,1786.91,-0.349,3.45246,24.3,14,-0.02,-0.096,-0.01036,-0.106,1.16506,22.324,1.08258,0.00996901,-0.158,0.36,-0.266775681,6737.38,1.20269,1990,1.09688,0.200483,0.000916,0.317,-0.899,-0.04,1.0822,-0.034,-0.00914286,0.1792470069999999,0.476401,-0.07,66325.2,-1.246,609.3,-0.012,0.0476486999999999,-21.706,1.101009036,-0.2189999999999999,-0.12794,0.0461238,17.7014
0,1.308276974,-0.123,-0.326,0.998,-0.306,-0.065,1.2819999999999998,12.3058,-0.045,489.722,-0.598,1.8988,1,0.0051433999999999,1.546,18953,-0.083,-0.1169999999999999,1.318661492,1.00214,80.9600694,76.2602,-0.34,44,0.00077,-0.00458,0.804144,-0.111,-0.044,-0.01,-0.221,0.00415605,0.6682600000000001,-0.01,-0.035,3487.77,0.3279999999999999,-0.06,0.226,0.631,0.156219472,0.45,96.6598,-0.309,1.535,-0.0139999999999999,-0.131,-20.3324,78.4828,1.5061,1048.79,1.264,-0.033,-0.076,0.178811,14.8,480.449,-0.29,6562.05,-0.026,77.2427,0.994458,-0.00411,-0.77,0,0.0005715,68281.6,-0.01183,-0.677,3.4286,0.00195474,0.180527,1.5119999999999998,-201.727,0.0,0.6119697629999999,-0.00487,-0.00155,-0.068674902,6215.53,-0.00446536,1.641,-0.10676,1.18276,0.096,1.3435200580000002,-0.0279999999999999,20.6563,0.03112,0.0034289,3641.05,0.00579,45,0.4828979999999999,-0.272,1,-0.11316,3.09932,0.2344398339999999,0.0053338,0.174029,1.48886,-0.013,3.0999,-0.00449,-0.18142,-0.110795,-0.1139299999999999,187.756,2485.7,-0.387,3.4622300000000004,26.1,11,-0.053,-0.087,-0.00748,-0.14,1.16541,20.6031,1.08116,-0.00329855,-0.162,1.142,-0.337609723,7083.85,1.2062,1991,1.09622,0.200545,-0.00332,-0.268,0.48,-0.049,1.08135,-0.0289999999999999,0.00232258,-0.161511424,0.48328,-0.062,67770.4,-1.409,682.7,-0.05,0.0640172,3.125,1.222019765,-0.1763,-0.1124,0.0569688999999999,16.9784
0,-0.616709397,-0.13,-0.2239999999999999,0.852,2.24,-0.392,1.165,9.09036,-0.053,456.828,-0.5539999999999999,1.50472,10,0.0055306,1.37,31573,1.33,-0.115,-0.84153899,0.99777,75.81948141,73.2366,-0.4539999999999999,1514,0.00057,-0.0099099999999999,0.804844,-0.222,-0.065,-0.02,-0.22,0.00307878,0.64002,-0.02,-0.244,3308.99,-0.108,-0.066,1.135,-0.28,0.288622435,-1.171,92.8808,-0.478,-0.412,-0.044,-0.14,-18.7096,85.8925,1.49487,914.413,-0.039,-0.042,-0.1119999999999999,0.180807,1.29,463.533,1.626,5025.62,-0.03,85.0,0.994917,-0.00341,1.097,6,0.0049585,65945.1,0.01004,-0.091,3.4663699999999995,-0.0096704,0.179472,1.442,-187.208,-0.00819,0.0195247219999999,-0.00379,-0.00242,-1.88006981,4975.6,0.00778759,-0.335,-0.1113799999999999,1.21032,-1.131,-1.215160236,-0.032,21.9259,-0.0177599999999999,0.0030514,3139.83,0.0168199999999999,1515,0.4832899999999999,1.596,1,-0.1228,3.0984700000000003,-1.136562562,0.00267,0.178428,1.50765,-0.018,3.10494,-0.00632,-0.22121,-0.122924,-0.1228,179.886,2026.38,1.016,3.4955199999999995,50.5,7,-0.02,-0.055,0.00845,-0.104,1.15591,21.8904,1.08215,-0.00448801,-0.177,-0.477,-0.565041708,6685.87,1.21076,3088,1.09665,0.198163,0.000875,0.331,1.244,-0.045,1.08158,-0.018,0.000507937,-0.833156467,0.4832899999999999,-0.07,65962.0,-0.7879999999999999,501.4,-0.02,0.0461522,5.916,-1.208762548,-0.22023,-0.12242,0.0453894,17.5552
0,0.220609382,5.521,-0.363,-1.366,2.19,-0.129,-0.275,11.4282,-0.045,468.374,-0.602,1.0911799999999998,2,-0.0036203,-0.31,21866,-0.083,-0.13,1.358358427,0.998389,146.3567592,72.4433,-0.472,610,0.004076,-0.00915,0.803786,2.096,-0.068,-0.012,-0.132,0.00429985,0.67157,-0.012,-0.049,3136.19,0.226,-0.057,1.922,1.341,0.340422736,-1.026,92.0793,7.307,7.553999999999999,-0.031,-0.157,-14.6406,105.298,1.50844,697.323,-0.136,-0.017,-0.072,0.17982,-3.11,487.505,-0.128,5805.97,-0.027,103.045,0.995724,-0.00293,0.7759999999999999,0,0.0030486999999999,68052.2,-0.00376,-0.6509999999999999,3.4297,-0.0113756,0.17982,1.4509999999999998,-153.93200000000002,0.00564,-0.209484079,-0.00331,-0.00151,-1.89162352,5399.01,0.00538873,-0.292,-0.11972,1.1900700000000002,0.038,0.674553622,-0.035,21.7337,-0.00597,0.0007621,3297.34,0.00866,610,0.4833199999999999,-0.278,1,-0.12342,3.09091,0.297180235,0.0060973999999999,0.1893359999999999,1.49264,-0.009,3.1,-0.0006,-0.19205,-0.1227299999999999,-0.12532,186.933,2060.01,-0.349,3.4372199999999995,5.1,6,-0.02,3.454,0.0012699999999999,-0.106,1.1656799999999998,21.6771,1.08174,-0.000908748,-0.158,1.24,-0.259481907,7024.82,1.19148,2855,1.09585,0.203079,0.004418,0.485,2.275,-0.04,1.08174,-0.034,-0.0008888889999999,0.0023759479999999,0.482939,-0.07,67630.0,0.494,636.3,-0.012,0.0476651,11.934,0.685792638,-0.1968,-0.1215099999999999,0.0512854,17.358
0,0.3231840239999999,-0.107,-0.247,1.12,2.0540000000000003,-0.059,-0.282,10.2323,-0.0559999999999999,424.579,-0.6579999999999999,1.00795,2,0.0051481,-0.305,25827,-0.249,-0.088,-0.924415447,0.99812,85.71013299,73.7676,-0.465,1284,-0.004713,-0.0061,0.800325,-0.148,-0.079,-0.005,-0.124,0.00412713,0.67942,-0.005,-0.0069999999999999,3023.09,-0.102,-0.054,-0.823,-0.471,0.604883463,0.387,93.2103,-0.555,-0.457,-0.026,-0.187,-14.4516,90.6364,1.48895,637.382,-0.2189999999999999,-0.0139999999999999,-0.092,0.180067,8.47,437.326,1.248,4902.01,-0.03,89.8983,0.996339,-0.00302,-0.3,0,0.0078175,66567.5,0.0103299999999999,-0.7390000000000001,3.47695,0.0078953999999999,0.180829,-0.435,-156.953,-0.01073,0.324888563,-0.00264,0.00757,2.1394375880000003,4821.1,0.00866814,-0.344,-0.0602399999999999,1.20189,0.467,0.891696664,-0.05,21.5655,0.0254199999999999,0.00286,2864.21,-0.01424,1284,0.477234,-0.196,1,-0.12539,3.10331,-0.982404997,0.0059108,0.185523,1.49872,-0.0069999999999999,3.1098,-0.0013599999999999,-0.1841,-0.123477,-0.12577,171.014,1863.03,-0.168,3.4891300000000003,52.3,1,-0.005,-0.059,-0.00482,-0.055,1.15887,21.5182,1.0811,0.00375944,-0.196,0.244,-0.265239286,6791.17,1.20219,2429,1.09597,0.199319,0.003938,0.2319999999999999,0.3929999999999999,-0.04,1.08091,-0.0069999999999999,0.011871,4.764456776,0.480093,-0.091,66057.3,-0.051,726.8,-0.032,0.0477405,-11.68,0.83763008,-0.1858,-0.12539,0.0475498,17.3531
